id,title,bhg_group,cluster,duration_years,bibb_url,skills,description,x,y
46,Servicefahrer/Servicefahrerin,Führer/-innen von Fahrzeug- und Transportgeräten,"Handel, Vertrieb & Logistik",2.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/o8970345,,Servicefahrer/Servicefahrerin,-275.21853087569787,185.69555990963
47,Florist/Floristin,Gartenbauberufe und Floristik,"Natur, Umwelt & Agrar",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/flor25,,"Profil der beruflichen Handlungsfähigkeit: Anlassbezogenes Gestalten von Pflanzenschmuck und Blumenschmuck, Pflegen von Pflanzen und Versorgen von Pflanzenteilen, Ergreifen von Maßnahmen zum Pflanzenschutz, Serviceorientiertes Beraten von Kunden und Kundinnen, Durchführen von Kalkulationen, Verkaufen von Produkten und Dienstleistungen, Planen, Umsetzen und Kontrollieren von Marketingmaßnahmen, Präsentieren von Waren, Beschaffen von Waren, Annehmen und Lagern von Waren, Überwachen von Warenbeständen, Planen, Steuern und Optimieren von Arbeitsabläufen, Bereitstellen von Werkstoffen und Betriebsmitteln, Sicherstellen des Geschäftserfolges durch kaufmännische Steuerung und Kontrolle, Ergreifen von Maßnahmen zum Schutz von Gesundheit und Sicherheit bei der Arbeit, Ergreifen von Maßnahmen zur Wirtschaftlichkeit, zum Umweltschutz und zur Nachhaltigkeit.

Berufliche Tätigkeitsfelder: Floristen und Floristinnen arbeiten in Floristikfachgeschäften sowie Gartencentern und Baumärkten mit Floristikabteilung. Darüber hinaus arbeiten sie in Beherbergungsbetrieben, im Einzelhandel, in Erwerbsgärtnereien und auf Kreuzfahrtschiffen",112.16083658704515,-93.42769632093129
48,"Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik/ Anlagenmechanikerin für Sanitär-, Hei-zungs- und Klimatechnik",Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/210715,Anlagenmechaniker für Sanitär|Heizungs|Steuerungs|Regelungs|Sicherheits|Dichtungs|und Schutzmaßnahmen insbesondere Brand|Schall,"Profil der beruflichen Handlungsfähigkeit: Kundenorientierte Auftragsbearbeitung, Planen und Steuern von Arbeitsabläufen selbstständig oder im Team, Kooperationen mit anderen Gewerken, Beraten und Betreuen der Kunden in Bezug auf Produkte und Dienstleistungen des Betriebes unter Beachtung ökonomischer, ökologischer, innovativer und technologischer Aspekte, Montieren und Demontieren von ver- und entsorgungstechnischen Anlagen, Systemen und deren Komponenten sowie von Rohrleitungen und Kanälen, In Betrieb nehmen von ver- und entsorgungstechnischen Anlagen und Systemen, Übergeben von ver- und entsorgungstechnischen Anlagen und Systemn an die Kunden und Einweisen in die Bedienung dieser Anlagen und Systemen, Durchführen von Hygienemaßnahmen, Herstellen elektrischer Anschlüsse von Komponenten ver- und entsorgungstechnischer Anlagen und Systemen sowie Installieren und Prüfen elektrischer Baugruppen und Komponenten in diesen Anlagen und Systemen, Installieren, Einstellen auf Sollwerte und Prüfen von Mess-, Steuerungs-, Regelungs-, Sicherheits- und Überwachungseinrichtungen, Prüfen, Einstellen, Optimieren und Warten der Funktionen von ver- und entsorgungstechnischen Anlagen und Systemen, Inspizieren, Prüfen, Warten und Instandsetzen von ver- und entsorgungstechnischer Anlagen und Systemen, Durchführen von Dämm-, Dichtungs- und Schutzmaßnahmen, insbesondere Brand-, Schall- und Korrosionsschutz, Kontrollieren und Beurteilen der Arbeitsergebnisse und Anwenden von Qualitätsmanagementsystemen, Berücksichtigen nachhaltiger Energie- und Wassernutzungssysteme, Anwenden englischsprachiger Fachausdrücke, Instandhalten von Betriebsmitteln.

Berufliche Tätigkeitsfelder: Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik und Anlagenmechanikerinnen für Sanitär-, Heizungs- und Klimatechnik sind überwiegend beim Kunden vor Ort in der Planung, Montage und Instandhaltung von komplexen Anlagen und Systemen im Bereich Sanitärtechnik, Heizungstechnik, Lüftungs- und Klimatechnik, sowie Umwelttechnik und Erneuerbare Energien tätig.",-23.612232248750125,-44.73839092788687
49,Anlagenmechaniker/Anlagenmechanikerin,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/595959,Pflege,"Profil der beruflichen Handlungsfähigkeit: Planen von Aufgaben auf der Basis von Prozessdaten, technischen Regelwerken, Konstruktionszeichnungen und Montage- und Wartungsplänen, Fertigen von Bauteilen und Fügen zu Baugruppen, Apparaten und Anlagen, Prüfen und Einstellen von Funktionen an Baugruppen oder an Apparaten und Anlagen, Verantwortliches Kontrollieren der ausgeführten Arbeiten und Durchführen von Nacharbeiten, Anwenden von Maschinen, Montage-Hilfseinrichtungen, Transportmitteln und Werkzeugen, Kooperieren mit vor- und nachgelagerten Bereichen und Mitwirken im Rahmen der Prozesskette an der Prozesssicherung, der Einhaltung von Qualitätsstandards und an Maßnahmen zur kontinuierlichen Verbesserung von Prozessabläufen, Fertigungsqualität und Arbeitssicherheit, Durchführen der notwendigen Einstell-, Pflege- und Wartungsarbeiten an den benutzten Einrichtungen, Maschinen und Werkzeugen, Durchführen von Instandhaltungsarbeiten oder Änderungen an Anlagen, Nutzen von IT-Systemen auch in digitalisierten Prozessen, Anwenden von Vorschriften zu Datenschutz und Informationssicherheit.

Berufliche Tätigkeitsfelder: Anlagenmechaniker und Anlagenmechanikerinnen arbeiten in den Bereichen Anlagenbau, Apparate- und Behälterbau, Instandhaltung, Rohrsystemtechnik und Schweißtechnik.",46.045228699842134,-83.4020584883187
50,Behälter- und Apparatebauer/ Behälter- und Apparatebauerin,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/110416,Behälter|und Apparatebauerinnen und Behälter|und Apparatebaus sowie in Metallbau|und Maschinenbauunternehmen|Petrochemie|Pharma|Lebensmittel,"Profil der beruflichen Handlungsfähigkeit: Planen und Vorbereiten von Herstellungsprozessen und Arbeitsabläufen, Herstellen von Bauteilen für Apparate, Behälter und Rohrleitungssysteme (Werkstattfertigung), Herstellen, Montieren und Demontieren von Baugruppen, Apparaten, Behältern und Rohrleitungssystemen für verschiedene Branchen (z. B. Chemie-, Petrochemie-, Pharma-, Lebensmittel- und Kosmetikindustrie sowie Schiffbau), Schweißen von verschiedenen Werkstoffen, Montage, Inbetriebnahme und Abnahme von Apparaten, Behältern und Rohrleitungssystemen beim Kunden, Instandhalten von Bauteilen, Baugruppen, Apparaten, Behältern und Rohrleitungssystemen, Einhalten von Vorschriften zur Vermeidung von Unfällen (Arbeits- und Schutzmaßnahmen), Behandeln und Schützen von Oberflächen, Durchführen von qualitätssichernden Maßnahmen und Einsetzen von betrieblicher und technischer Kommunikation.

Berufliche Tätigkeitsfelder: Behälter- und Apparatebauerinnen und Behälter- und Apparatebauer arbeiten in Unternehmen des Anlagenbaus, des Behälter- und Apparatebaus sowie in Metallbau- und Maschinenbauunternehmen.",-33.30544839255388,12.710584323149948
51,Klempner/Klempnerin,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/110512,Decken und Instandhalten von Dach|und Dichtungsmaßnahmen für den Wärme|Kälte|Schall,"Profil der beruflichen Handlungsfähigkeit: Decken und Instandhalten von Dach- und Wandflächen an Bauwerken mit Metallen und Kunststoffen, Anfertigen und Montieren von Anlagen zur Ableitung von Niederschlagswasser sowie von lufttechnischen Anlagen, Einbauen von Energiesammlern und Energieumsetzern, Anwenden von nachhaltigen Energienutzungssystemen, Anbringen von Fangeinrichtungen und von Ableitungen für den äußeren Blitzschutz, Herstellen von Fugenabschlüssen sowie Durchführen von Wärmedämm- und Dichtungsmaßnahmen für den Wärme-, Kälte-, Schall- und Brandschutz, Befestigen von Bauteilen und Baugruppen in Mauerwerk, Beton und Holz, Behandeln und Schützen von Oberflächen, Einrichten von Arbeits- und Schutzgerüsten, Kundenorientierte Auftragsbearbeitung, Planen und Steuern von Arbeitsabläufen, Kontrollieren und Beurteilen der Arbeitsergebnisse und Anwenden von qualitätssichernden Maßnahmen, Beraten und Betreuen der Kunden in Bezug auf Produkte und Dienstleistungen des Betriebes unter Beachtung ökonomischer und ökologischer Aspekte.

Berufliche Tätigkeitsfelder: Klempner/innen sind vor allem in Handwerksbetrieben des Bauinstallationsgewerbes tätig, z.B. in Klempnereien oder in Betrieben des Lüftungsinstallationsbaus. Darüber hinaus können sie in Betrieben, die sich auf die Verarbeitung von Metall im Aus- oder Hochbau spezialisiert haben, z.B. in Dachdeckerbetrieben oder Fassadenbauunternehmen, beschäftigt sein.",117.23974177354684,-138.42894035313785
52,Mechatroniker für Kältetechnik/ Mechatronikerin für Kältetechnik,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/271007,Mechatroniker und Mechatronikerinnen für Kälte|Klima|und Wärmepumpentechnik tätig|Korrosionsschutz|und Brandschutzmaßnahmen Programmieren von Mess|Steuerungs|und Klimatechnik Optimieren von Kälte,"Profil der beruflichen Handlungsfähigkeit: Montieren und Inbetriebnahme von Anlagen, Systemen und Komponenten der Kälte- und Klimatechnik, Installieren elektrotechnischer und elektronischer Anlagenteile, Durchführen von Dämm-, Korrosionsschutz- und Brandschutzmaßnahmen, Programmieren von Mess- Steuerungs- und Regelungseinrichtungen, Durchführen von Funktions- und Sicherheitsprüfungen, Instandhalten von Anlagen, Systemen und Komponenten der Kälte- und Klimatechnik, Optimieren von Kälte- und Klimaanlagen nach ökonomischen und ökologischen Gesichtspunkten, Demontieren von Anlagen, Systemen und Komponenten der Kälte- und Klimatechnik, Zuführen von Kältemittel, Kühlmittel und Kältemaschinenöle der Wiederverwendung oder umweltgerechten Entsorgung.

Berufliche Tätigkeitsfelder: Mechatroniker und Mechatronikerinnen für Kälte- und Klimatechnik sind überwiegend in Betrieben des Handwerks in Montage, Umbau und Instandhaltung von Anlagen der Kälte-, Klima- und Wärmepumpentechnik tätig.",-56.40761582443544,-9.508996579290065
53,Ofen- und Luftheizungsbauer/ Ofen- und Luftheizungsbauerin,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/n6435534,Ofen|Gas|und Feststoffbrennern zentralen Heizöl|Steuer|Sicherheits,"Profil der beruflichen Handlungsfähigkeit: Entwerfen und Errichten von Kachelöfen und verputzten Öfen, Backöfen, handwerklich erstellten Herden und Kaminen, Planen, Erstellen und Montieren von Warmluftzentralheizungen, Be- und Entlüftungsanlagen, Elektrospeicherheizungen, Öl-, Gas- und Feststoffbrennern, zentralen Heizöl-Versorgungsanlagen und Schornsteinen, Aufstellen von industriell gefertigten Feuerstätten und Anschließen an Schornsteine und Versorgungssysteme, Aufbauen von Flächenheizungen, insbesondere Hypokausten, Installieren von Heiz- und Kamineinsätzen mit Warmwasserwärmetauschern einschließlich der Regelungen, Planen und Steuern der Arbeitsabläufe, Kontrollieren und Beurteilen der Arbeitsergebnisse und Anwenden von Maßnahmen zur Qualitätssicherung, Montieren und Demontieren von Rohrleitungen, Kanälen und Komponenten von Ofen- und Luftheizungstechnischen Anlagen, Installieren und Prüfen elektrischer Baugruppen und Komponenten, Regel-, Steuer- Sicherheits- und Überwachungseinrichtungen und Einstellen der Sollwerte, Prüfen, Einstellen und Inbetriebnahme von Ofen- und Luftheizungstechnischen Anlagen, Übernehmen von Kundendiensten und Durchführen von Inspektionen und Instandhaltungen, Beraten und Betreuen der Kunden über Produkte und Dienstleistungen des Betriebes unter Beachtung technologischer, ökologischer und ökonomischer Aspekte, Übergeben von Ofen- und Luftheizungstechnischen Anlagen und Systeme an Kunden und Einweisen in die Bedienung der Anlagen.

Berufliche Tätigkeitsfelder: Ofen- und Luftheizungsbauer/innen arbeiten vor allem in handwerklichen Betrieben des Kachelofen-, Ofen- und Kaminbaus, auf Baustellen und in der Werkstatt. Ferner sind sie gesuchte Fachleute im einschlägigen Fachhandel und der herstellenden Industrie.",-6.346420212704986,-47.71781868900347
54,Rohrleitungsbauer/Rohrleitungsbauerin,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/2632101,und Abbauen von Arbeits|Schutz,"Profil der beruflichen Handlungsfähigkeit: Berechnen der erbrachten Leistung und Übergeben der geräumten Baustelle, Einsetzen von Geräten und Maschinen, Auf- und Abbauen von Arbeits-, Schutz- und Traggerüsten und Einmessen von Bauwerken und Bauteilen, Durchführen von Aushubarbeiten, Verbauen von Baugruben und Gräben, Verfüllen und Verdichten der Bodenmassen und Anlegen von Böschungen, Durchführen der offenen und geschlossenen Wasserhaltung für Schichten- und Grundwasser, Bearbeiten der Druckrohre aus metallischen Werkstoffen und aus Kunststoffen, Einbauen und Ausrichten von Druckrohrleitungen sowie Armaturen und Formstücken aus unterschiedlichen Materialien für den Transport von flüssigen und gasförmigen Medien, Arbeiten an in Betrieb befindlichen Druckrohrleitungen für Gas, Wasser und Fernwärme, Herstellen von Hausanschlüssen, Schützen von Druckrohrleitungen vor Korrosion und chemischen Einflüssen, Prüfen und Desinfizieren von Rohrleitungen, Herstellen von Rohrleitungen in grabenloser Bauweise, Sanieren und Instandsetzen von Druckrohrleitungen, Herstellen von Kabelschächten und Auslegen von Kabeln sowie Kabelschutzrohren, Bauen von Schachtbauwerken aus Fertigteilen, Beton und Mauerwerk, Durchführen von angrenzenden Arbeiten zum Wiederherstellen des Straßenoberbaus, Durchführen von angrenzenden Arbeiten im Hochbau, Selbständiges Durchführen der Arbeiten auf der Grundlage von technischen Unterlagen und von Arbeitsaufträgen allein und in Kooperation mit anderen, Planen und Koordinieren der Arbeit, Abstimmen mit den am Bau Beteiligten, Einrichten von Baustellen, Ergreifen von Maßnahmen zur Sicherstellung des Arbeitsablaufes, zur Sicherheit und zum Gesundheitsschutz bei der Arbeit sowie zum Umweltschutz auf der Baustelle, Prüfen der Arbeiten auf fehlerfreie Ausführung, Dokumentieren der Arbeiten, Durchführen von qualitätssichernden Maßnahmen.

Berufliche Tätigkeitsfelder: Rohrleitungsbauer/Rohrleitungsbauerin sind vor allem in Tiefbauindustrieunternehmen aber auch bei Unternehmen der Energiegewinnung und -verteilung (Erdöl, Erdgas) bzw. der Energieversorgung (Gas, Wasser, Fernwärme) tätig.",245.40605625672873,-347.2240303883565
55,Umwelttechnologe für Abwasserbewirtschaftung/ Umwelttechnologin für Abwasserbewirtschaftung,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/fkabw23,Steuer|Hilfs,"Profil der beruflichen Handlungsfähigkeit: Nachhaltiges Betreiben und Unterhalten von Entwässerungssystemen, nachhaltiges Betreiben und Unterhalten von Regenwasserbewirtschaftungssystemen, nachhaltiges Betreiben und Unterhalten von Abwasseranlagen, Behandeln und Verwerten von Klärschlamm, Wertstoffen und Abfällen aus Abwasseranlagen, nachhaltiges Gewinnen von Energie und effizientes Steuern des Einsatzes von Energie, Durchführen der Probenahme, Untersuchen und Beurteilen von Abwasser, Schlamm und Gasen sowie Einleiten von Maßnahmen, Durchführen und Beurteilen von Mess-, Steuer- und Regelprozessen, Bedienen und Instandhalten elektrischer Anlagen, Erstellen und Anwenden von Unterlagen, Durchführen von qualitätssichernden Maßnahmen, Herstellen und Trennen von Stoffgemischen, Beurteilen von ökologischen Kreisläufen und Anwenden von Hygienemaßnahmen, Lagern, Bearbeiten und nachhaltiges Anwenden von Werk-, Hilfs- und Gefahrstoffen, Erkennen von elektrischen Gefahren und Einleiten von Maßnahmen, Auswählen und Handhaben von Werkzeugen und Maschinen, Betreiben von technischen Systemen, Kommunizieren mit Kundinnen und Kunden sowie im Team und, Umsetzen von Sicherheitsvorschriften und Betriebsanweisungen.

Berufliche Tätigkeitsfelder: Umwelttechnologen für Abwasserbewirtschaftung/Umwelttechnologinnen für Abwasserbewirtschaftung arbeiten im Bereich von Entwässerungssystemen und Regenwasserbewirtschaftung sowie der Abwasser- und Klärschlammbehandlung. Sie sind auf kommunalen und industriellen Kläranlagen und in Kanalbetrieben im Bereich der Kritischen Infrastruktur tätig. Sie gewährleisten den nachhaltigen und energieeffizienten Betrieb von kommunalen und industriellen Kläranlagen.",129.77940845892505,-104.6495366772063
56,Umwelttechnologe für Kreislauf- und Abfallwirtschaft,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/fkkrab23,Umwelttechnologen für Kreislauf|Steuer|Hilfs,"Profil der beruflichen Handlungsfähigkeit: Beraten von Kundinnen und Kunden und Erstellen von Angeboten, Zuführen von Abfällen und Wertstoffen zu Kreislaufsystemen unter Aspekten der Nachhaltigkeit, Beurteilen von und Arbeiten mit gefährlichen Gütern, Stoffen und Abfällen, Bedienen von Anlagen, Überwachen und Beurteilen von Mess-, Steuer- und Regelprozessen, Planen und Durchführen von Instandhaltungsmaßnahmen, Abwickeln logistischer Prozesse, Erstellen und Anwenden von Unterlagen, Durchführen von qualitätssichernden Maßnahmen, Herstellen und Trennen von Stoffgemischen, Beurteilen von ökologischen Kreisläufen und Anwenden von Hygienemaßnahmen, Lagern, Bearbeiten und nachhaltiges Anwenden von Werk-, Hilfs- und Gefahrstoffen, Erkennen von elektrischen Gefahren und Einleiten von Maßnahmen, Auswählen und Handhaben von Werkzeugen und Maschinen, Betreiben von technischen Systemen, Kommunizieren mit Kundinnen und Kunden sowie im Team und, Umsetzen von Sicherheitsvorschriften und Betriebsanweisungen.

Berufliche Tätigkeitsfelder: Umwelttechnologen für Kreislauf- und Abfallwirtschaft / Umwelttechnologinnen für Kreislauf- und Abfallwirtschaft arbeiten in kommunalen, privatwirtschaftlichen und industriellen Unternehmen im Bereich der nachhaltigen Entsorgung, Verwertung und Beseitigung. Diese Unternehmen sind Teil der Kritischen Infrastruktur und stellen eine nachhaltige Kreislaufwirtschaft sicher.",144.89637536737317,-96.24840340240843
57,Umwelttechnologe für Rohrleitungsnetze und Industrieanlagen/ Umwelttechnologin für Rohrleitungsnetze und Industrieanlagen Ausbildung nach Schwerpunkten: – Industrieanlagen – Rohrleitungsnetze,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/fkrki23,Hilfs,"Profil der beruflichen Handlungsfähigkeit: Einrichten, Sichern und Räumen des Arbeitsplatzes und des Arbeitsumfeldes, Bedienen und Warten von Maschinen und Geräten, Reinigen von Rohrleitungen und Anlagen sowie Aufnehmen von Stoffen und Abfällen, Prüfen von Rohrleitungen und Anlagen, Inspizieren von Rohrleitungen und Anlagen, Durchführen von Instandsetzungsmaßnahmen an Rohrleitungen und Anlagen, Erstellen und Anwenden von Unterlagen, Durchführen von qualitätssichernden Maßnahmen, Herstellen und Trennen von Stoffgemischen, Beurteilen von ökologischen Kreisläufen und Anwenden von Hygienemaßnahmen, Lagern, Bearbeiten und nachhaltiges Anwenden von Werk-, Hilfs- und Gefahrstoffen, Erkennen von elektrischen Gefahren und Einleiten von Maßnahmen, Auswählen und Handhaben von Werkzeugen und Maschinen, Betreiben von technischen Systemen, Kommunizieren mit Kundinnen und Kunden sowie im Team und, Umsetzen von Sicherheitsvorschriften und Betriebsanweisungen.

Berufliche Tätigkeitsfelder: Umwelttechnologen / Umwelttechnologinnen für Rohrleitungsnetze und Industrieanlagen arbeiten im privaten, öffentlichen und industriellen Bereich als Teil der Kritischen Infrastruktur. Im Schwerpunkt Rohrleitungsnetze sind sie in Unternehmen des Rohr- und Kanalservices und bei kommunalen Netzbetreibern beschäftigt und stellen den nachhaltigen Betrieb von unterschiedlichen Rohrleitungsnetzen sicher. Im Schwerpunkt Industrieanlagen sind sie in Unternehmen des Industrieservice tätig. Sie sichern mit ihren Dienstleistungen effiziente und umweltschonende Produktionsabläufe in Industrieunternehmen.",95.91669534529201,-89.41808025515391
58,Umwelttechnologe für Wasserversorgung/ Umwelttechnologin für Wasserversorgung,Gebäude- und versorgungstechnische Berufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/fkwa23,speicherung und|verteilung Durchführen und Beurteilen von Mess|Steuer|Hilfs,"Profil der beruflichen Handlungsfähigkeit: Nachhaltiges Bewirtschaften von Wasserressourcen und Durchführen von Maßnahmen zur Absicherung von Wasserschutzgebieten, Prüfen von Wasserbeschaffenheit, Durchführen von Wasseraufbereitung und Sicherstellen von Trinkwasserqualität,, Sicherstellen von Wasserförderung, -speicherung und -verteilung,, Durchführen und Beurteilen von Mess-, Steuer- und Regelprozessen,, Bedienen und Instandhalten elektrischer Anlagen, Beurteilen von Kundenanlagen und Sicherstellen von Trinkwasserschutz., Erstellen und Anwenden von Unterlagen, Durchführen von qualitätssichernden Maßnahmen, Herstellen und Trennen von Stoffgemischen, Beurteilen von ökologischen Kreisläufen und Anwenden von Hygienemaßnahmen, Lagern, Bearbeiten und nachhaltiges Anwenden von Werk-, Hilfs- und Gefahrstoffen, Erkennen von elektrischen Gefahren und Einleiten von Maßnahmen, Auswählen und Handhaben von Werkzeugen und Maschinen, Betreiben von technischen Systemen, Kommunizieren mit Kundinnen und Kunden sowie im Team und, Umsetzen von Sicherheitsvorschriften und Betriebsanweisungen.

Berufliche Tätigkeitsfelder: Umwelttechnologen für Wasserversorgung/Umwelttechnologinnen für Wasserversorgung arbeiten in kommunalen und privatwirtschaftlichen Versorgungsunternehmen sowie in industriellen Betrieben. Sie arbeiten im Bereich der Kritischen Infrastruktur und stellen die nachhaltige Versorgung mit Trinkwasser unter der Beachtung der hygienischen Anforderungen sicher.",168.34445389655988,-117.0253457985293
59,Schornsteinfeger/Schornsteinfegerin,"Geologie-, Geografie- und Umweltschutzberufe","Natur, Umwelt & Agrar",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/schorn25,,"Profil der beruflichen Handlungsfähigkeit: Anwenden von schornsteinfegerrechtlichen Regelungen sowie sonstigen einschlägigen Regelungen, kundenorientiertes Planen und Durchführen von Aufträgen, brandschutztechnisches Beurteilen, baurechtliches Beurteilen sowie energetisches Beurteilen von Baustoffen, von Bauteilen sowie von Bauwerkskonstruktionen, brandschutztechnisches Beurteilen, baurechtliches Beurteilen sowie energetisches Beurteilen von baulichen Anlagen sowie von technischen Anlagen und sowie Systemen, Überwachen der Betriebssicherheit sowie der Brandsicherheit von technischen Anlagen sowie Systemen, Prüfen und Bewerten von Energieträgern sowie Gefahr- und Hilfsstoffen, Überprüfen sowie Reinigen oder Kehren von Abgasanlagen, von Abgassystemen, von Wärmeerzeugungsanlagen sowie von Energieerzeugungsanlagen, Überprüfen und Reinigen von Lüftungssystemen sowie von Dunstabzugssystemen, Feststellen, Beurteilen und Dokumentieren der Energieeffizienz sowie der Umwelt- und Klimaeinwirkungen von Wärmeerzeugungsanlagen sowie von Energieerzeugungsanlagen, Prüfen der Steuerungstechnik, der Regelungstechnik sowie der Sicherheitstechnik von technischen Anlagen sowie Systemen sowie Optimieren von Einstellungen, Feststellen, Beurteilen sowie Dokumentieren von Mängeln sowie von Funktionsstörungen an technischen Anlagen sowie Systemen sowie baulichen Anlagen; Feststellen, Beurteilen sowie Dokumentieren von unsachgemäßem Nutzungsverhalten; Einleiten notwendiger Sofortmaßnahmen zur Gefahrenabwehr, Durchführen von Maßnahmen zur Optimierung der Betriebssicherheit sowie der Brandsicherheit, der Raumluftqualität sowie der Energieeffizienz, Planen sowie Umsetzen von Maßnahmen zur Sicherstellung des Brandschutzes in Gebäuden, Beurteilen von Maßnahmen zur Steigerung der Energieeffizienz, Beraten von Kundinnen und Kunden,, Kommunizieren mit und Informieren von Kundinnen und Kunden und, Durchführen von qualitätssichernden Maßnahmen.

Berufliche Tätigkeitsfelder: Schornsteinfeger/Schornsteinfegerinnen arbeiten in Betrieben des Schornsteinfegerhandwerks.",65.51682628956017,-77.67334127117554
60,Asphaltbauer/Asphaltbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4823201,,Asphaltbauer/Asphaltbauerin,-295.10442086498415,245.9274652536856
61,Bauwerksmechaniker für Abbruch und Betontrenntechnik/ Bauwerksmechanikerin für Abbruch und Betontrenntechnik,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/gpx669,Bauwerksmechaniker/|und Betonsägebetrieben|geräte und|innen für Abbruch,"Profil der beruflichen Handlungsfähigkeit: Bauwerksmechaniker/-innen für Abbruch und Betontrenntechnik sind auf die Durchführung von Abbruch- und Rückbaumaßnahmen sowie Betontrennungen spezialisiert. Dabei achten sie streng auf Schutz- und Sicherheitsmaßnahmen. Sie entfernen Gebäude und Bauwerke mit den geeigneten Baumaschinen und -geräten. Zu ihren Aufgaben gehört auch das Ausführen von Bohr- und Trennverfahren mit Maschinen und Werkzeugen sowie von thermischen Trennverfahren. Sie trennen, lagern und entsorgen Abbruchmaterialien fachgerecht . Darüber hinaus führen sie Baumaschinen, -geräte und -fahrzeuge und halten sie instand. Des Weiteren beherrschen sie das Herstellen von Bauteilen aus Beton und Stahlbeton sowie von Baukörpern aus Steinen. Insgesamt tragen Bauwerksmechaniker/-innen für Abbruch- und Betontrenntechnik durch ihre Fachkenntnisse, ihre Fähigkeiten im Umgang mit Baumaschinen und die Einhaltung von Sicherheitsstandards maßgeblich dazu bei, Abbruch- und Trennarbeiten sicher, effizient und umweltverträglich durchzuführen. In der Ausbildung lernen sie, Aufträge zu übernehmen, die Arbeiten zu planen, Baustellen einzurichten und zu unterhalten, Baustoffe auszuwählen und zu verarbeiten, Zeichnungen zu erstellen, Messungen durchzuführen, Untergründe zu prüfen, Maschinen und Anlagen einzusetzen und qualitätssichernde Maßnahmen durchzuführen

Berufliche Tätigkeitsfelder: Bauwerksmechaniker/-innen für Abbruch und Betontrenntechnik sind vor allem für Betriebe des Bauhauptgewerbes tätig. Sie arbeiten z.B. bei Abbruchunternehmen, Unternehmen für die Entkernung von Gebäuden oder in Betonbohr- und Betonsägebetrieben.",-156.93041806752785,60.87046706942987
